"ID";"cong";"billnum";"h_or_sen";"major";"text"
1248;107;5746;"HR";5;"To provide that the State and local income tax withholding provisions of section 11502 of title 49, United States Code, shall not apply to the Metro-North Railroad or its employees."
1249;107;5747;"HR";15;"To amend the Federal Food, Drug, and Cosmetic Act to establish labeling requirements regarding allergenic substances in food, and for other purposes."
1250;107;5748;"HR";21;"To protect public assets, natural heritage, and native biodiversity on Federal public lands by banning all further degradation, development, and extraction on such lands, and for other purposes."
1251;107;5749;"HR";5;"To create a 4-year pilot program that makes small, non-profit child care businesses eligible for SBA 504 loans."
1252;107;5750;"HR";5;"To amend the Immigration and Nationality Act to eliminate the restriction on judicial review of detention and release determinations and to provide a right to a bond hearing before an immigration judge to all aliens in removal and summary remov"
1253;107;5751;"HR";5;"To provide the same immigration adjustment rights for Haitians as is provided for Cubans."
1254;107;5752;"HR";21;"To provide for the use or distribution of the funds awarded to the Minnesota Chippewa Tribe in Minnesota Chippewa Tribe v. United States, Docket Nos. 19 and 188, United States Court of Federal Claims."
1255;107;5753;"HR";21;"To authorize the Secretary of the Interior to participate in the Yuma East Wetlands Project in the vicinity of Yuma, Arizona."
1256;107;5754;"HR";1;"To amend the Internal Revenue Code of 1986 to provide that the foreign tax credit not be redetermined with respect to refunds of unlawful foreign taxes to taxpayers who successfully challenge those taxes."
1257;107;5755;"HR";21;"To authorize the establishment of a commemorative work on Federal land in the District of Columbia and its environs to honor James Madison in recognition of his distinguished career in public service."
1258;107;5756;"HR";8;"To amend title VI of the Public Utility Regulatory Policies Act of 1978 to establish a Federal renewable energy portfolio standard for certain retail electric utilities, and for other purposes."
1259;107;5757;"HR";13;"To extend temporarily waivers granted to States with respect to programs of aid to families with dependent children."
1260;107;5758;"HR";15;"To extend the national flood insurance program."
1261;107;5759;"HR";15;"To extend the national flood insurance program."
1262;107;5760;"HR";15;"To create a commission on Internet gambling licensing and regulation."
1263;107;5761;"HR";19;"To provide assistance to foreign countries to combat HIV/AIDS, tuberculosis, and malaria, and for other purposes."
1264;107;5762;"HR";2;"To provide for the expeditious disclosure of records relevant to the life and assassination of Reverend Doctor Martin Luther King, Jr."
1265;107;5763;"HR";20;"To amend the Internal Revenue Code of 1986 to provide fairness in tax collection procedures and improved administrative efficiency and confidentiality and to reform its penalty and interest provisions."
1266;107;5764;"HR";10;"To provide for the resolution of certain labor issues relating to the merger of the Metro-North Railroad and the Long Island Rail Road."
1267;107;5765;"HR";21;"To promote global efforts to protect biological diversity by protecting the Tongass Rain Forest in the Tongass National Forest, to designate the Duke Island Trumpeter Swan Wilderness Area, and for other purposes."
1268;107;5766;"HR";2;"To create Federal advertising procurement opportunities for minority business concerns, and for other purposes."
1269;107;5767;"HR";12;"To accelerate the effective date for the expansion of the adoption tax credit and the adoption assistance programs by 1 year."
1270;107;1;"S";6;"An original bill to extend programs and activities under the Elementary and Secondary Education Act of 1965."
1271;107;2;"S";3;"A bill to amend title XVIII of the Social Security Act to provide for a medicare voluntary prescription drug delivery program under the medicare program, to modernize the medicare program, and for other purposes."
1272;107;3;"S";1;"A bill to repeal the sunset of the provisions of the Economic Growth and Tax Relief Reconciliation Act of 2001, and for other purposes."
1273;107;4;"S";1;"bill to amend the Internal Revenue Code of 1986 to treat earnings on contributions to tax-deferred savings accounts as gain from the sale or exchange of a capital asset."
1274;107;5;"S";13;"A bill to strengthen and permanently preserve social security through the power of investment and compound interest without benefit reductions or tax increases, and for other purposes."
1275;107;6;"S";3;"A bill to amend the Public Health Service Act, the Employee Retirement Income Security Act of 1974, and the Internal Revenue Code of 1986 to protect consumers in managed care plans and other health coverage."
1276;107;7;"S";6;"A bill to improve public education for all children and support lifelong learning."
1277;107;8;"S";5;"A bill to improve the economic security of workers, and for other purposes."
1278;107;9;"S";1;"A bill to amend the Internal Revenue Code of 1986 to provide tax relief, and for other purposes."
1279;107;10;"S";3;"A bill to amend title XVIII of the Social Security Act to provide coverage of outpatient prescription drugs under the medicare program."
1280;107;11;"S";1;"A bill to amend the Internal Revenue Code of 1986 to eliminate the marriage penalty by providing that the income tax rate bracket amounts, and the amount of the standard deduction, for joint returns shall be twice the amounts applicable to unmarried indiv"
1281;107;12;"S";19;"A bill to amend the Peace Corps Act to promote global acceptance of the principles of international peace and nonviolent coexistence among peoples of diverse cultures and systems of government."
1282;107;13;"S";15;"A bill to extend authorization for the national flood insurance program."
1283;107;14;"S";4;"A bill to amend the Agricultural Adjustment Act of 1938 to extend the farm reconstitution provision to the 2003 and 2004 crops."
1284;107;15;"S";19;"A bill to amend the Foreign Assistance Act of 1961 to increase assistance for foreign countries seriously affected by HIV/AIDS, tuberculosis, and malaria, and for other purposes."
1285;107;16;"S";12;"A bill to improve law enforcement, crime prevention, and victim assistance in the 21st century."
1286;107;17;"S";20;"A bill to amend the Federal Election Campaign Act of 1971 to provide bipartisan campaign reform."
1287;107;18;"S";5;"A bill to increase the availability and affordability of quality child care and early learning services, to amend the Family and Medical Leave Act of 1993 to expand the scope of the Act, and for other purposes."
1288;107;19;"S";2;"A bill to protect the civil rights of all Americans, and for other purposes."
1289;107;20;"S";15;"A bill to enhance fair and open competition in the production and sale of agricultural commodities, and for other purposes."
1290;107;21;"S";1;"A bill to establish an off-budget lockbox to strengthen Social Security and Medicare."
1291;107;22;"S";20;"A bill to amend the Federal Election Campaign Act of 1971 to provide meaningful campaign finance reform through requiring better reporting, decreasing the role of soft money, and increasing individual contribution limits, and for other purposes."
1292;107;23;"S";14;"A bill to promote a new urban agenda, and for other purposes."
1293;107;24;"S";3;"A bill to provide improved access to health care, enhance informed individual choice regarding health care services, lower health care costs through the use of appropriate providers, improve the quality of health care, improve access to long-term care, an"
1294;107;25;"S";12;"A bill to provide for the implementation of a system of licensing for purchasers of certain firearms and for a record of sale system for those firearms, and for other purposes."
1295;107;26;"S";8;"A bill to amend the Department of Energy Authorization Act to authorize the Secretary of Energy to impose interim limitations on the cost of electric energy to protect consumers from unjust and unreasonable prices in the electric energy market."
1296;107;27;"S";20;"A bill to amend the Federal Election Campaign Act of 1971 to provide bipartisan campaign reform."
1297;107;28;"S";2;"A bill to guarantee the right of all active duty military personnel, merchant mariners, and their dependents to vote in Federal, State, and local elections."
1298;107;29;"S";3;"A bill to amend the Internal Revenue Code of 1986 to allow a deduction for 100 percent of the health insurance costs of self-employed individuals."
1299;107;30;"S";2;"A bill to strengthen control by consumers over the use and disclosure of their personal financial and health information by financial institutions, and for other purposes."
1300;107;31;"S";1;"A bill to amend the Internal Revenue Code of 1986 to phase out the estate and gift taxes over a 10-year period."
1301;107;32;"S";12;"A bill to amend title 28, United States Code, to clarify the remedial jurisdiction of inferior Federal courts."
1302;107;33;"S";12;"A bill to amend title II of the Americans with Disabilities Act of 1990 and section 504 of the Rehabilitation Act of 1973 to exclude prisoners from the requirements of that title and section."
1303;107;34;"S";12;"A bill to eliminate a requirement for a unanimous verdict in criminal trials in Federal courts."
1304;107;35;"S";1;"A bill to provide relief to America's working families and to promote continued economic growth by returning a portion of the tax surplus to those who created it."
1305;107;36;"S";20;"A bill to amend title 1, United States Code, to clarify the effect and application of legislation."
1306;107;37;"S";13;"A bill to amend the Internal Revenue Code of 1986 to provide for a charitable deduction for contributions of food inventory."
1307;107;38;"S";16;"A bill to amend title 10, United States Code, to permit former members of the Armed Forces who have a service-connected disability rated as total to travel on military aircraft in the same manner and to the same extent as retired members of the Armed Forc"
1308;107;39;"S";20;"A bill to provide a national medal for public safety officers who act with extraordinary valor above and beyond the call of duty, and for other purposes."
1309;107;40;"S";6;"A bill entitled ""The Careers to Classrooms Act of 2001""."
1310;107;41;"S";1;"A bill to amend the Internal Revenue Code of 1986 to permanently extend the research credit and to increase the rates of the alternative incremental credit."
1311;107;42;"S";16;"A bill to require the Secretary of the Army to determine the validity of the claims of certain Filipinos that they performed military service on behalf of the United States during World War II."
1312;107;43;"S";16;"A bill to amend title 10, United States Code, to authorize certain disabled former prisoners of war to use Department of Defense commissary and exchange stores."
1313;107;44;"S";16;"A bill to amend title 10, United States Code, to increase the grade provided for the heads of the nurse corps of the Armed Forces."
1314;107;45;"S";16;"A bill to amend title 5, United States Code, to require the issuance of a prisoner-of-war medal to civilian employees of the Federal Government who are forcibly detained or interned by an enemy government or a hostile force under wartime conditions."
1315;107;46;"S";5;"A bill to amend chapter 81 of title 5, United States Code, to authorize the use of clinical social workers to conduct evaluations to determine work-related emotional and mental illnesses."
1316;107;47;"S";10;"A bill to amend the Internal Revenue Code of 1986 to exempt certain helicopter uses from ticket taxes on transportation by air."
1317;107;48;"S";1;"A bill to amend the Internal Revenue Code of 1986 to provide tax relief for the conversion of cooperative housing corporations into condominiums."
1318;107;49;"S";7;"A bill to amend the wetlands regulatory program under the Federal Water Pollution Control Act to provide credit for the low wetlands loss rate in Alaska and recognize the significant extent of wetlands conservation in Alaska, to protect Alaskan property o"
1319;107;50;"S";20;"A bill to amend title 3, United States Code, and the Uniform Time Act of 1966 to establish a single poll closing time for Presidential general elections."
1320;107;51;"S";3;"A bill to amend title XVIII of the Social Security Act to remove the restriction that a clinical psychologist or clinical social worker provide services in a comprehensive outpatient rehabilitation facility to a patient only under care of a physician."
1321;107;52;"S";3;"A bill to amend title XVIII of the Social Security Act to provide improved reimbursement for clinical social worker services under the medicare program."
1322;107;53;"S";3;"A bill to amend title XIX of the Social Security Act to provide for coverage of services provided by nursing school clinics under State Medicaid programs."
1323;107;54;"S";20;"A bill to provide for a special application of section 1034 of the Internal Revenue Code of 1986."
1324;107;55;"S";20;"A bill for the relief of Ricke Kaname Fujino."
1325;107;56;"S";5;"A bill to amend the Immigration and Nationality Act to facilitate the immigration to the United States of certain aliens born in the Philippines or Japan who were fathered by United States citizens."
1326;107;57;"S";12;"A bill to convert a temporary Federal judgeship in the district of Hawaii to a permanent judgeship, authorize an additional permanent judgeship in the district of Hawaii, and for other purposes."
1327;107;58;"S";20;"A bill to recognize the organization known as the National Academies of Practice."
1328;107;59;"S";12;"A bill to allow the psychiatric or psychological examinations required under chapter 313 of title 18, United States Code, relating to offenders with mental disease or defect, to be conducted by a clinical social worker."
1329;107;60;"S";8;"A bill to authorize the Department of Energy programs to develop and implement an accelerated research and development program for advanced clean coal technologies for use in coal-based electricity generating facilities and to amend the Internal Revenue C"
1330;107;61;"S";20;"A bill to restore the traditional day of observance of Memorial Day."
1331;107;62;"S";3;"A bill to amend title 38, United States Code, to revise certain provisions relating to the appointment of professional psychologists in the Veterans Health Administration, and for other purposes."
1332;107;63;"S";16;"A bill for the relief of Donald C. Pence."
1333;107;64;"S";10;"A bill to increase the role of the Secretary of Transportation in administering section 901 of the Merchant Marine Act, 1936, and for other purposes."
1334;107;65;"S";3;"A bill to amend title VII of the Public Health Service Act to ensure that social work students or social work schools are eligible for support under the certain programs to assist individuals in pursuing health careers and programs of grants for training"
1335;107;66;"S";3;"A bill to amend title VII of the Public Health Service Act to revise and extend certain programs relating to the education of individuals as health professionals, and for other purposes."
1336;107;67;"S";3;"A bill to amend title VII of the Public Health Service Act to establish a psychology post-doctoral fellowship program, and for other purposes."
1337;107;68;"S";3;"A bill to amend title VII of the Public Health Service Act to make certain graduate programs in professional psychology eligible to participate in various health professions loan programs."
1338;107;69;"S";3;"A bill to amend the Public Health Service Act to provide health care practitioners in rural areas with training in preventive health care, including both physical and mental care, and for other purposes."
1339;107;70;"S";3;"A bill to amend the Public Health Service Act to provide for the establishment of a National Center for Social Work Research."
1340;107;71;"S";8;"A bill to amend the Federal Power Act to improve the hydroelectric licensing process by granting the Federal Energy Regulatory Commission statutory authority to better coordinate participation by other agencies and entities, and for other purposes."
1341;107;72;"S";8;"A bill to amend the National Energy Conservation Policy Act to enhance and extend authority relating to energy savings performance contracts of the Federal Government."
1342;107;73;"S";2;"A bill to prohibit the provision of Federal funds to any State or local educational agency that denies or prevents participation in constitutional prayer in schools."
1343;107;74;"S";2;"A bill to prohibit the provision of Federal funds to any State or local educational agency that distributes or provides morning-after pills to schoolchildren."
1344;107;75;"S";2;"A bill to protect the lives of unborn human beings."
1345;107;76;"S";2;"A bill to make it a violation of a right secured by the Constitution and laws of the United States to perform an abortion with the knowledge that the abortion is being performed solely because of the gender of the fetus."
1346;107;77;"S";2;"A bill to amend the Fair Labor Standards Act of 1938 to provide more effective remedies to victims of discrimination in the payment of wages on the basis of sex, and for other purposes."
1347;107;78;"S";2;"A bill to amend the Civil Rights Act of 1964 to make preferential treatment an unlawful employment practice, and for other purposes."
1348;107;79;"S";3;"A bill to encourage drug-free and safe schools."
1349;107;80;"S";8;"A bill to require the Federal Energy Regulatory Commission to order refunds of unjust, unreasonable, unduly discriminatory or preferential rates or charges for electricity, to establish cost-based rates for electricity sold at wholesale in the Western Sys"
1350;107;81;"S";21;"A bill to express the policy of the United States regarding the United States relationship with Native Hawaiians, to provide a process for the reorganization of a Native Hawaiian government and the recognition by the United States of the Native Hawaiian g"
1351;107;82;"S";1;"A bill to repeal the Federal estate and gift taxes and the tax on generation-skipping transfers."
1352;107;83;"S";1;"A bill to phase-out and repeal the Federal estate and gift taxes and the tax on generation-skipping transfers."
1353;107;84;"S";1;"A bill to increase the unified estate and gift taxes and the tax credit to exempt small businesses and farmers from estate taxes."
1354;107;85;"S";1;"A bill to amend the Internal Revenue Code of 1986 to increase the gift tax exclusion to $25,000."
1355;107;86;"S";21;"A bill to amend the Elementary and Secondary Education Act of 1965 to improve Native Hawaiian education programs, and for other purposes."
1356;107;87;"S";21;"A bill to amend the Native Hawaiian Health Care Improvement Act to revise and extend such Act."
1357;107;88;"S";17;"A bill to amend the Internal Revenue Code of 1986 to provide an incentive to ensure that all Americans gain timely and equitable access to the Internet over current and future generations of broadband capability."
1358;107;89;"S";12;"A bill to enhance the illegal narcotics control activities of the United States, and for other purposes."
1359;107;90;"S";8;"A bill authorizing funding for nanoscale science and engineering research and development at the Department of Energy for fiscal years 2002 through 2006."
1360;107;91;"S";21;"A bill to amend the Native American Languages Act to provide for the support of Native American Language Survival Schools, and for other purposes."
1361;107;92;"S";18;"A bill to authorize appropriations for the United States Customs Service for fiscal years 2002 and 2003, and for other purposes."
1362;107;93;"S";20;"A bill to amend the Federal Election Campaign Act of 1971 to require disclosure of certain disbursements made for electioneering communications, and for other purposes.."
1363;107;94;"S";8;"A bill to amend the Internal Revenue Code of 1986 to provide a 5-year extension of the credit for electricity produced form wind."
1364;107;95;"S";8;"A bill to promote energy conservation investments in Federal facilities, and for other purposes."
1365;107;96;"S";5;"A bill to ensure that employees of traveling sales crews are protected under there Fair Labor Standards Act of 1938 and under other provisions of law."
1366;107;97;"S";14;"A bill to amend the Internal Revenue Code of 1986 with respect to the eligibility of veterans for mortgage revenue bond financing, and for other purposes."
1367;107;98;"S";6;"A bill to amend the Elementary and Secondary Education Act of 1965 to promote parental involvement and parental empowerment in public education through greater competition and choice, and for other purposes."
1368;107;99;"S";5;"A bill to amend the Internal Revenue Code of 1986 to provide a credit against tax for employers who provide child care assistance for dependents of their employees, and for other purposes."
1369;107;100;"S";1;"A bill to amend the Internal Revenue Code of 1986 to repeal the estate and gift taxes."
1370;107;101;"S";6;"A bill to improve teacher quality, and for other purposes."
1371;107;102;"S";6;"A bill to provide assistance to address school dropout problems."
1372;107;103;"S";6;"A bill to provide for advanced placement programs."
1373;107;104;"S";3;"A bill to require equitable coverage of prescription contraceptive drugs and devices, and contraceptive services under health plans."
1374;107;105;"S";4;"A bill to amend the Agricultural Adjustment Act to prohibit the Secretary of Agriculture from basing minimum prices for Class I milk on the distance or transportation costs from any location that is not within a marketing area, except under certain circum"
1375;107;106;"S";12;"A bill to amend the provisions of titles 5 and 28, United States Code, relating to equal access to justice, award of reasonable costs and fees, taxpayers' recovery of costs, fees, and expenses, administrative settlement offers, and for other purposes."
1376;107;107;"S";4;"A bill to allow modified bloc voting by cooperative associations of milk producers in connection with a referendum on Federal Milk Marketing Order reform."
1377;107;108;"S";20;"A bill to reduce the number of executive branch political appointees."
1378;107;109;"S";4;"A bill to establish the Dairy Farmer Viability Commission."
1379;107;110;"S";20;"A bill to repeal the provision of law that provides automatic pay adjustments for Members of Congress."
1380;107;111;"S";4;"A bill to amend the Dairy Production Stabilization Act of 1983 to ensure that all persons who benefit from the dairy promotion and research program contribute to the cost of the program."
1381;107;112;"S";16;"A bill to terminate operation of the Extremely Low Frequency Communication System of the Navy."
1382;107;113;"S";16;"A bill to terminate production under the D5 submarine-launched ballistic missile program and to prohibit the backfit of certain Trident I ballistic missile submarines to carry D5 submarine-launched ballistic missiles."
1383;107;114;"S";3;"A bill to terminate the Uniformed Services University of the Health Sciences."
1384;107;115;"S";21;"A bill to amend the Internal Revenue Code of 1986 to repeal the percentage depletion allowance for certain hardrock mines, and for other purposes."
1385;107;116;"S";21;"A bill to amend the Reclamation Reform Act of 1982 to clarify the acreage limitations and incorporate a means test for certain farm operations, and for other purposes."
1386;107;117;"S";4;"A bill to prohibit products that contain dry ultra-filtered milk products or casein from being labeled as domestic natural cheese, and for other purposes."
1387;107;118;"S";4;"A bill to strengthen the penalties for violations of plant quarantine laws."
1388;107;119;"S";6;"A bill to provide States with funds to support State, regional, and local school construction."
1389;107;120;"S";6;"A bill to establish a demonstration project to increase teacher salaries and employee benefits for teachers who enter into contracts with local educational agencies to serve as master teachers."
1390;107;121;"S";5;"A bill to establish an Office of Children's Services within the Department of Justice to coordinate and implement Government actions involving unaccompanied alien children, and for other purposes."
1391;107;122;"S";2;"A bill to prohibit a State from determining that a ballot submitted by an absent uniformed services voter was improperly or fraudulently cast unless that State finds clear and convincing evidence of fraud, and for other purposes."
1392;107;123;"S";6;"A bill to amend the Higher Education Act of 1965 to extend loan forgiveness for certain loans to Head Start teachers."
1393;107;124;"S";15;"A bill to exempt agreements relating to voluntary guidelines governing telecast material, movies, video games, Internet content, and music lyrics from the applicability of the antitrust laws, and for other purposes."
1394;107;125;"S";3;"A bill to provide substantial reductions in the price of prescription drugs for medicare beneficiaries."
1395;107;126;"S";20;"A bill to authorize the President to present a gold medal on behalf of Congress to former President Jimmy Carter and his wife Rosalynn Carter in recognition of their service to the Nation."
1396;107;127;"S";10;"A bill to give American companies, American workers, and American ports the opportunity to compete in the United States cruise market."
1397;107;128;"S";15;"A bill to amend the Federal Deposit Insurance Act to require periodic cost of living adjustments to the maximum amount of deposit insurance available under that Act, and for other purposes."
1398;107;129;"S";16;"A bill to amend title 38, United States Code, to provide for the payment of a monthly stipend to the surviving parents (known as ""Gold Star Parents"") of members of the Armed Forces who die during a period of war."
1399;107;130;"S";4;"A bill to amend the Agricultural Market Transition Act to establish a flexible fallow program under which a producer may idle a portion of the total planted acreage of the loan commodities of the producer in exchange for higher loan rates for marketing as"
1400;107;131;"S";6;"A bill to amend title 38, United States Code, to modify the annual determination of the rate of the basic benefit of active duty educational assistance under the Montgomery GI Bill, and for other purposes."
1401;107;132;"S";21;"A bill to amend the Internal Revenue Code of 1986 to provide that housing assistance provided under the Native American Housing Assistance and Self-Determination Act of 1996 be treated for purposes of the low-income housing credit in the same manner as co"
1402;107;133;"S";5;"A bill to amend the Internal Revenue Code of 1986 to make permanent the exclusion for employer-provided educational assistance programs, and for other purposes."
1403;107;134;"S";12;"A bill to ban the importation of large capacity ammunition feeding devices."
1404;107;135;"S";3;"A bill to amend title XVIII of the Social Security Act to improve payments for direct graduate medical education under the medicare program."
1405;107;136;"S";18;"A bill to amend the Omnibus Trade and Competitiveness Act of 1988 to extend trade negotiating and trade agreement implementing authority."
1406;107;137;"S";18;"A bill to authorize negotiation of free trade agreements with countries of the Americas, and for other purposes."
1407;107;138;"S";18;"A bill to authorize negotiation for the accession of Chile to the North American Free Trade Agreement, and for other purposes."
1408;107;139;"S";21;"A bill to assist in the preservation of archaeological, paleontological, zoological, geological, and botanical artifacts through construction of a new facility for the University of Utah Museum of Natural History, Salt Lake City, Utah."
1409;107;140;"S";18;"A bill to authorize negotiation for the accession of United Kingdom to the North American Free Trade Agreement, and for other purposes."
1410;107;141;"S";8;"A bill to provide for enhanced safety, public awareness, and environmental protection in pipeline transportation, and for other purposes."
1411;107;142;"S";4;"A bill to amend the Packers and Stockyards Act, 1921, to make unlawful for a packer to own, feed, or control livestock intended for slaughter."
1412;107;143;"S";15;"A bill to amend the Securities Act of 1933 and the Securities Exchange Act of 1934, to reduce securities fees in excess of those required to fund the operations of the Securities and Exchange Commission, to adjust compensation provisions for employees of"
1413;107;144;"S";4;"A bill to require country of origin labeling of peanuts and peanut products and to establish penalties for violations of the labeling requirements."
1414;107;145;"S";16;"A bill to amend title 10, United States Code, to increase to parity with other surviving spouses the basic annuity that is provided under the uniformed services Survivor Benefit Plan for surviving spouses who are at least 62 years of age, and for other pu"
1415;107;146;"S";3;"A bill to amend part S of title I of the Omnibus Crime Control and Safe Streets Act of 1968 to permit the use of certain amounts for assistance to jail-based substance treatment programs, and for other purposes."
1416;107;147;"S";12;"A bill to provide for the appointment of additional Federal district judges, and for other purposes."
1417;107;148;"S";12;"A bill to amend the Internal Revenue Code of 1986 to expand the adoption credit, and for other purposes."
1418;107;149;"S";18;"A bill to provide authority to control exports, and for other purposes."
1419;107;150;"S";17;"A bill to amend the Internal Revenue Code of 1986 to provide an incentive to ensure that all Americans gain timely and equitable access to the Internet over current and future generations of broadband capability."
1420;107;151;"S";5;"A bill for the Relief of Ashley Ross Fuller."
1421;107;152;"S";6;"A bill to amend the Internal Revenue Code of 1986 to eliminate the 60-month limit and increase the income limitation on the student loan interest deduction."
1422;107;153;"S";3;"A bill to amend title XVIII of the Social Security Act to provide for State accreditation of diabetes self-management training programs under the medicare program."
1423;107;154;"S";2;"A bill to amend the Uniformed and Overseas Citizens Absentee Voting Act to ensure uniform treatment by States of Federal overseas absentee ballots, to amend titles 10 and 18, United States Code, and the Revised Statutes to remove the uncertainty regarding"
1424;107;155;"S";16;"A bill to amend title 5, United States Code, to eliminate an inequity in the applicability of early retirement eligibility requirements to military reserve technicians."
1425;107;156;"S";12;"A bill to improve academic and social outcomes for students and reduce both juvenile crime and the risk that youth will become victims of crime by providing productive activities during after school hours."
1426;107;157;"S";6;"A bill to establish a program to help States expand the existing education system to include at least 1 year of early education preceding the year a child enters kindergarten."
1427;107;158;"S";6;"A bill to improve schools."
1428;107;159;"S";7;"A bill to elevate the Environmental Protection Agency to a cabinet level department, to redesignate the Environmental Protection Agency as the Department of Environmental Protection Affairs, and for other purposes."
1429;107;160;"S";3;"A bill to provide assistance to States to expand and establish drug abuse treatment programs to enable such programs to provide services to individuals who voluntarily seek treatment for drug abuse."
1430;107;161;"S";12;"A bill to establish the Violence Against Women Office within the Department of Justice."
1431;107;162;"S";7;"A bill to amend the Internal Revenue Code of 1986 to provide a business credit against income for the purchase of fishing safety equipment."
1432;107;163;"S";2;"A bill to amend certain Federal civil rights statutes to prevent the involuntary application of arbitration to claims that arise from unlawful employment discrimination based on race, color, religion, sex national origin, age, or disability, and for other"
1433;107;164;"S";6;"A bill to prepare tomorrow's teachers to use technology through pre-service and in-service training, and for other purposes."
1434;107;165;"S";4;"A bill to amend the Agriculture Market Transition Act to increase loan rates for marketing assistance loans for each of the 2001 and 2002 crops, to make nonrecourse marketing assistance loans and loan deficiency payments available to producers of dry peas"
1435;107;166;"S";12;"A bill to limit access to body armor by violent felons and to facilitate the donation of Federal surplus body armor to State and local law enforcement agencies."
1436;107;167;"S";6;"A bill to allow a State to combine certain funds to improve the academic achievement of all its students."
1437;107;168;"S";18;"A bill to authorize the extension of nondiscriminatory treatment (normal trade relations treatment) to the products of Kazakhstan."
1438;107;169;"S";5;"A bill to provide Federal reimbursement for indirect costs relating to the incarceration of illegal criminal aliens and for emergency health services furnished to undocumented aliens."
1439;107;170;"S";16;"A bill to amend title 10, United States Code, to permit retired members of the Armed Forces who have a service-connected disability to receive both military retired pay by reason of their years of military service and disability compensation from the Depa"
1440;107;171;"S";19;"A bill to repeal certain travel provisions with respect to Cuba and certain trade sanctions with respect to Cuba, Iran, Libya, North Korea, and Sudan, and for other purposes."
1441;107;172;"S";8;"A bill to benefit electricity consumers by promoting the reliability of the bulk-power system."
1442;107;173;"S";8;"A bill to amend the Internal Revenue Code of 1986 to impose a windfall profits adjustment on the production of domestic electricity and to use the resulting revenues to fund rebates for individual and business electricity consumers."
1443;107;174;"S";15;"A bill to amend the Small Business Act with respect to the microloan program, and for other purposes."
1444;107;175;"S";20;"A bill to establish a national uniform poll closing time and uniform treatment of absentee ballots in Presidential general elections."
1445;107;176;"S";20;"A bill to reform the financing of Federal elections, and for other purposes."
1446;107;177;"S";20;"A bill to amend the provisions of title 39, United States Code, relating to the manner in which pay policies and schedules and fringe benefit programs for postmasters are established."
1447;107;178;"S";15;"A bill to permanently reenact chapter 12 of title 11, United States Code, relating to family farmers."
1448;107;179;"S";1;"A bill to amend the Internal Revenue Code of 1986 to phase in a full estate tax deduction for family-owned business interests and to increase the unified credit exemption."
1449;107;180;"S";19;"A bill to facilitate famine relief efforts and a comprehensive solution to the war in Sudan."
1450;107;181;"S";13;"A bill to amend the Internal Revenue Code of 1986 to phase out the taxation of social security benefits."
1451;107;182;"S";15;"A bill to amend the Small Business Act with respect to the microloan program."
1452;107;183;"S";6;"A bill to enhance Department of Education efforts to facilitate the involvement of small business owners in State and local initiatives to improve education."
1453;107;184;"S";12;"A bill to amend title 18, United States Code, to eliminate good time credits for prisoners serving a sentence for a crime of violence, and for other purposes."
1454;107;185;"S";12;"A bill to provide incentives to encourage stronger truth in sentencing of violent offenders, and for other purposes."
1455;107;186;"S";3;"A bill to provide access and choice for use of generic drugs instead of nongeneric drugs under Federal health care programs, and for other purposes."
1456;107;187;"S";15;"A bill to establish the position of Assistant United States Trade Representative for Small Business, and for other purposes."
1457;107;188;"S";8;"A bill to amend the Internal Revenue Code of 1986 to modify the tax credit for electricity produced from certain renewable resources."
1458;107;189;"S";15;"A bill to amend the Internal Revenue Code of 1986 to provide tax relief for small businesses, and for other purposes."
1459;107;190;"S";3;"A bill to amend the Federal Food, Drug, and Cosmetic Act to grant the Secretary of Health and Human Services the authority to regulate tobacco products, and for other purposes."
1460;107;191;"S";12;"A bill to abolish the death penalty under Federal Law."
1461;107;192;"S";15;"A bill to amend title 9, United States Code, with respect to consumer credit transactions."
1462;107;193;"S";8;"A bill to authorize funding for Advanced Scientific Research Computing Programs at the Department of Energy for fiscal years 2002 through 2006, and for other purposes."
1463;107;194;"S";12;"A bill to authorize funding for successful reentry of criminal offenders into local communities."
1464;107;195;"S";6;"A bill to amend the Elementary and Secondary Education Act of 1965 to establish programs to recruit, retain, and retrain teachers, and for other purposes."
1465;107;196;"S";8;"A bill to amend the Internal Revenue Code of 1986 to provide a refundable personal credit for energy conservation expenditures, and for other purposes."
1466;107;197;"S";2;"A bill to provide for the disclosure of the collection of information through computer software, and for other purposes."
1467;107;198;"S";21;"A bill to require the Secretary of the Interior to establish a program to provide assistance through States to eligible weed management entities to control or eradicate harmful, nonnative weeds on public and private land."
1468;107;199;"S";10;"A bill to amend title 49, United States Code, to authorize the Secretary of Transportation to oversee the competitive activities of air carriers following a concentration in the airline industry, and for other purposes."
1469;107;200;"S";10;"A bill to establish a national policy of basic consumer fair treatment for airline passengers, and for other purposes."
1470;107;201;"S";20;"A bill to require that Federal agencies be accountable for violations of antidiscrimination and whistleblower protection laws, and for other purposes."
1471;107;202;"S";21;"A bill to rename Wolf Trap Farm Park for the Performing Arts as ""Wolf Trap National Park for the Performing Arts""."
1472;107;203;"S";6;"A bill to amend the Internal Revenue Code of 1986 to provide an above-the-line deduction for qualified professional development expenses of elementary and secondary school teachers and to allow a credit against income tax to elementary and secondary schoo"
1473;107;204;"S";5;"A bill for the relief of Benjamin M. Banfro."
